method,reference_scene_id,master_sequence_id,scene_id,sequence_id,order_id,prefix,T,prediction_digest,id_switches,transition_opportunities,id_switch_rate,active_correct_matches,active_wrong_matches,births,false_births,rejected_births,fragmentation_count,merge_count,gap_opportunities,reactivation_attempts,predicted_reactivation_events,correct_reactivations,wrong_reactivations,no_attempts,reactivation_accuracy,reactivation_precision,reactivation_recall,reactivation_coverage
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:reverse,reverse,3,3,75ad47f9395f43ada2460ddfd64aa208178c3f01aede0d5bd47487be47a1c5ee,4,9,0.4444444444444444,5,9,18,7,0,2,4,4,1,1,0,1,3,0.0,0.0,0.0,0.25
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:reverse,reverse,4,4,75ad47f9395f43ada2460ddfd64aa208178c3f01aede0d5bd47487be47a1c5ee,6,14,0.42857142857142855,8,12,18,7,0,3,5,5,1,1,0,1,4,0.0,0.0,0.0,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:reverse,reverse,5,5,75ad47f9395f43ada2460ddfd64aa208178c3f01aede0d5bd47487be47a1c5ee,8,17,0.47058823529411764,8,13,21,9,0,4,7,11,3,3,0,3,8,0.0,0.0,0.0,0.2727272727272727
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:sha256_seed45,sha256_seed45,2,2,d6edf3d7f54a8afc8ff9ed5b793b08b6f7e821c03b8f3505c1ce7d7f11d6eee9,1,3,0.3333333333333333,2,3,8,2,0,1,0,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:sha256_seed45,sha256_seed45,3,3,d6edf3d7f54a8afc8ff9ed5b793b08b6f7e821c03b8f3505c1ce7d7f11d6eee9,2,6,0.3333333333333333,4,6,14,6,0,2,2,2,0,0,0,0,2,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:sha256_seed45,sha256_seed45,4,4,d6edf3d7f54a8afc8ff9ed5b793b08b6f7e821c03b8f3505c1ce7d7f11d6eee9,3,9,0.3333333333333333,7,9,15,6,0,2,3,2,0,0,0,0,2,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02:sha256_seed45,sha256_seed45,5,5,d6edf3d7f54a8afc8ff9ed5b793b08b6f7e821c03b8f3505c1ce7d7f11d6eee9,5,16,0.3125,10,10,23,13,0,4,4,7,2,2,1,1,5,0.5,0.5,0.14285714285714285,0.2857142857142857
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:canonical,canonical,2,2,0059779c2c05b121891f287e34b3771a058ef400b7569bbd4b3de778e19fc1b6,1,4,0.25,4,3,15,5,0,1,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:canonical,canonical,3,3,0059779c2c05b121891f287e34b3771a058ef400b7569bbd4b3de778e19fc1b6,4,14,0.2857142857142857,10,4,22,11,0,4,2,4,1,1,0,1,3,0.0,0.0,0.0,0.25
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:canonical,canonical,4,4,0059779c2c05b121891f287e34b3771a058ef400b7569bbd4b3de778e19fc1b6,4,19,0.21052631578947367,15,4,22,11,0,4,2,4,1,1,0,1,3,0.0,0.0,0.0,0.25
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:canonical,canonical,5,5,0059779c2c05b121891f287e34b3771a058ef400b7569bbd4b3de778e19fc1b6,8,27,0.2962962962962963,19,5,30,16,0,8,2,10,1,1,0,1,9,0.0,0.0,0.0,0.1
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:reverse,reverse,2,2,6562b070fdd36b5bfa4c5cfdba05845172180c6d27687f700dcfa31efb71b168,0,5,0.0,5,0,13,3,0,0,0,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:reverse,reverse,3,3,6562b070fdd36b5bfa4c5cfdba05845172180c6d27687f700dcfa31efb71b168,3,13,0.23076923076923078,11,0,22,10,0,3,0,4,0,0,0,0,4,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:reverse,reverse,4,4,6562b070fdd36b5bfa4c5cfdba05845172180c6d27687f700dcfa31efb71b168,3,19,0.15789473684210525,17,1,22,10,0,3,0,4,0,0,0,0,4,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:reverse,reverse,5,5,6562b070fdd36b5bfa4c5cfdba05845172180c6d27687f700dcfa31efb71b168,9,27,0.3333333333333333,19,6,31,17,0,9,0,9,0,0,0,0,9,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:sha256_seed45,sha256_seed45,2,2,b7bd856c298c3e82f3676ab59b39747c5e57ee4a943000bde17c4dfce0f7d996,0,6,0.0,6,3,15,4,0,0,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:sha256_seed45,sha256_seed45,3,3,b7bd856c298c3e82f3676ab59b39747c5e57ee4a943000bde17c4dfce0f7d996,1,11,0.09090909090909091,11,6,16,5,0,1,2,1,0,0,0,0,1,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:sha256_seed45,sha256_seed45,4,4,b7bd856c298c3e82f3676ab59b39747c5e57ee4a943000bde17c4dfce0f7d996,5,22,0.22727272727272727,17,7,23,12,0,5,3,6,1,1,0,1,5,0.0,0.0,0.0,0.16666666666666666
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05:sha256_seed45,sha256_seed45,5,5,b7bd856c298c3e82f3676ab59b39747c5e57ee4a943000bde17c4dfce0f7d996,5,27,0.18518518518518517,22,7,23,12,0,5,3,6,1,1,0,1,5,0.0,0.0,0.0,0.16666666666666666
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:canonical,canonical,2,2,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,1,2,0.5,2,2,9,2,0,1,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:canonical,canonical,3,3,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,2,4,0.5,2,4,12,5,0,2,4,2,1,1,0,1,1,0.0,0.0,0.0,0.5
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:canonical,canonical,4,4,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,5,9,0.5555555555555556,2,5,14,7,0,5,6,9,3,3,0,3,6,0.0,0.0,0.0,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:canonical,canonical,5,5,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,7,16,0.4375,7,5,23,15,0,7,6,15,3,3,0,3,12,0.0,0.0,0.0,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:reverse,reverse,2,2,d02e41c61b55d023d5ebe1f556ef900bd657c5282594a67c883e3449c275426b,1,5,0.2,4,2,16,5,0,0,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:reverse,reverse,3,3,d02e41c61b55d023d5ebe1f556ef900bd657c5282594a67c883e3449c275426b,2,7,0.2857142857142857,4,4,19,7,0,1,3,3,1,1,0,1,2,0.0,0.0,0.0,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:reverse,reverse,4,4,d02e41c61b55d023d5ebe1f556ef900bd657c5282594a67c883e3449c275426b,5,12,0.4166666666666667,4,5,21,9,0,4,4,8,3,3,1,2,5,0.3333333333333333,0.3333333333333333,0.125,0.375
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:reverse,reverse,5,5,d02e41c61b55d023d5ebe1f556ef900bd657c5282594a67c883e3449c275426b,8,15,0.5333333333333333,4,8,23,11,0,6,5,13,4,4,1,3,9,0.25,0.25,0.07692307692307693,0.3076923076923077
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:sha256_seed45,sha256_seed45,2,2,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,1,2,0.5,2,2,9,2,0,1,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:sha256_seed45,sha256_seed45,3,3,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,2,4,0.5,2,4,12,5,0,2,4,2,1,1,0,1,1,0.0,0.0,0.0,0.5
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:sha256_seed45,sha256_seed45,4,4,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,5,9,0.5555555555555556,2,5,14,7,0,5,6,9,3,3,0,3,6,0.0,0.0,0.0,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11:sha256_seed45,sha256_seed45,5,5,dd1320dfefc3080a0578d6a3d7150b651fbae6b101b3c4d1ab75d9eb4734b2be,7,16,0.4375,7,5,23,15,0,7,6,15,3,3,0,3,12,0.0,0.0,0.0,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:canonical,canonical,2,2,5d9619e72bbe799638cb37f0a0a2e23e674a01ac0de73139957f29712d134d32,0,3,0.0,3,1,8,3,0,0,0,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:canonical,canonical,3,3,5d9619e72bbe799638cb37f0a0a2e23e674a01ac0de73139957f29712d134d32,1,4,0.25,6,3,9,3,0,0,2,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:canonical,canonical,4,4,5d9619e72bbe799638cb37f0a0a2e23e674a01ac0de73139957f29712d134d32,2,6,0.3333333333333333,6,5,12,6,0,1,5,3,1,1,0,1,2,0.0,0.0,0.0,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:canonical,canonical,5,5,5d9619e72bbe799638cb37f0a0a2e23e674a01ac0de73139957f29712d134d32,5,11,0.45454545454545453,6,6,14,8,0,4,7,10,3,3,0,3,7,0.0,0.0,0.0,0.3
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:reverse,reverse,2,2,63ccf1d6ba27dd1307bc38edea981db6e80e52b0b56cde0a3129aa91096a46a6,0,0,,1,2,8,1,0,0,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:reverse,reverse,3,3,63ccf1d6ba27dd1307bc38edea981db6e80e52b0b56cde0a3129aa91096a46a6,2,4,0.5,2,2,10,3,0,2,2,4,2,2,1,1,2,0.5,0.5,0.25,0.5
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:reverse,reverse,4,4,63ccf1d6ba27dd1307bc38edea981db6e80e52b0b56cde0a3129aa91096a46a6,3,5,0.6,2,6,12,4,0,3,3,7,2,2,1,1,5,0.5,0.5,0.14285714285714285,0.2857142857142857
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:reverse,reverse,5,5,63ccf1d6ba27dd1307bc38edea981db6e80e52b0b56cde0a3129aa91096a46a6,3,9,0.3333333333333333,5,7,12,4,0,3,4,9,3,3,2,1,6,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,2,2,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,1,2,0.5,2,2,9,2,0,1,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,3,3,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,2,4,0.5,2,4,12,5,0,2,4,2,1,1,0,1,1,0.0,0.0,0.0,0.5
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,4,4,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,3,7,0.42857142857142855,4,5,13,6,0,3,4,5,1,1,0,1,4,0.0,0.0,0.0,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,5,5,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,6,11,0.5454545454545454,4,5,15,8,0,5,6,11,3,3,0,3,8,0.0,0.0,0.0,0.2727272727272727
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,2,2,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,0,4,0.0,4,2,12,2,0,0,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,3,3,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,1,8,0.125,7,5,14,4,0,1,1,2,0,0,0,0,2,,,0.0,0.0
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,4,4,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,4,12,0.3333333333333333,9,6,15,5,0,2,3,5,2,2,1,1,3,0.5,0.5,0.2,0.4
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,5,5,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,5,14,0.35714285714285715,9,8,18,8,0,3,6,9,3,3,1,2,6,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,2,2,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,0,0,,1,2,9,3,0,0,2,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,3,3,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,1,2,0.5,1,5,11,4,0,1,3,3,1,1,0,1,2,0.0,0.0,0.0,0.3333333333333333
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,4,4,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,1,6,0.16666666666666666,4,6,11,4,0,1,4,5,2,2,1,1,3,0.5,0.5,0.2,0.4
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,5,5,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,4,13,0.3076923076923077,8,7,16,7,0,4,4,10,2,2,1,1,8,0.5,0.5,0.1,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,2,2,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,1,2,0.5,2,2,9,2,0,1,1,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,3,3,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,2,4,0.5,2,4,12,5,0,2,4,2,1,1,0,1,1,0.0,0.0,0.0,0.5
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,4,4,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,6,11,0.5454545454545454,4,6,18,9,0,6,5,9,2,2,0,2,7,0.0,0.0,0.0,0.2222222222222222
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,5,5,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,7,15,0.4666666666666667,7,9,18,9,0,6,7,10,2,2,0,2,8,0.0,0.0,0.0,0.2
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,2,2,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,0,4,0.0,5,0,14,6,0,0,0,0,0,0,0,0,0,,,,
B2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,3,3,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,1,6,0.16666666666666666,8,4,14,6,0,0,2,0,0,0,0,0,0,,,,
