method,reference_scene_id,master_sequence_id,order_id,horizon,deployment_id_switches,identity_transition_opportunities,normalized_id_switch_rate,fragmentation_count,fragmentation_opportunities,fragmentation_rate,merge_count,merge_opportunities,merge_rate,gap_opportunities,recovery_attempts,correct_recoveries,gap_recovery_accuracy,gap_recovery_recall,association_event_count,new_birth_count,false_birth_count,birth_rejected_count,tracker_input,identity_matching,cache_digest
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,sha256_seed45,5,3,11,0.2727272727272727,4,15,0.26666666666666666,0,11,0.0,3,1,0,0.0,0.0,54,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b3da19bc7ac9aa8451c40e0030221dcc287194a46fca1bb7fe4ccf1d1849c3a3
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,sha256_seed45,5,2,11,0.18181818181818182,1,15,0.06666666666666667,0,14,0.0,3,1,1,1.0,0.3333333333333333,54,14,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b3da19bc7ac9aa8451c40e0030221dcc287194a46fca1bb7fe4ccf1d1849c3a3
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,22,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,22,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,22,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,30,10,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,30,10,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,3,0,7,0.0,0,7,0.0,1,8,0.125,0,0,0,,,30,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,4,0,10,0.0,3,13,0.23076923076923078,0,10,0.0,4,3,0,0.0,0.0,42,16,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,4,0,10,0.0,2,13,0.15384615384615385,0,11,0.0,4,3,1,0.3333333333333333,0.25,42,16,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,4,1,10,0.1,2,13,0.15384615384615385,2,13,0.15384615384615385,4,3,2,0.6666666666666666,0.5,42,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,5,0,14,0.0,4,18,0.2222222222222222,0,14,0.0,5,4,0,0.0,0.0,50,17,7,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,5,0,14,0.0,3,18,0.16666666666666666,0,15,0.0,5,4,1,0.25,0.2,50,17,7,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,5,1,14,0.07142857142857142,2,18,0.1111111111111111,2,18,0.1111111111111111,5,4,3,0.75,0.6,50,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,19,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,19,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,19,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,3,0,6,0.0,1,7,0.14285714285714285,1,7,0.14285714285714285,1,1,0,0.0,0.0,28,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,3,0,6,0.0,1,7,0.14285714285714285,1,7,0.14285714285714285,1,1,0,0.0,0.0,28,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,3,0,6,0.0,0,7,0.0,1,8,0.125,1,1,1,1.0,1.0,28,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,4,0,9,0.0,2,12,0.16666666666666666,1,11,0.09090909090909091,4,3,1,0.3333333333333333,0.25,41,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,4,0,9,0.0,3,12,0.25,2,11,0.18181818181818182,4,3,0,0.0,0.0,41,15,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,4,0,9,0.0,0,12,0.0,1,13,0.07692307692307693,4,3,3,1.0,0.75,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,5,0,14,0.0,2,18,0.1111111111111111,1,17,0.058823529411764705,5,4,2,0.5,0.4,51,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,5,0,14,0.0,3,18,0.16666666666666666,2,17,0.11764705882352941,5,4,1,0.25,0.2,51,15,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,5,0,14,0.0,0,18,0.0,1,19,0.05263157894736842,5,4,4,1.0,0.8,51,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,3,0,8,0.0,0,8,0.0,0,8,0.0,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,3,0,8,0.0,0,8,0.0,0,8,0.0,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,3,0,8,0.0,0,8,0.0,1,9,0.1111111111111111,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,4,0,11,0.0,2,13,0.15384615384615385,2,13,0.15384615384615385,3,1,0,0.0,0.0,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,4,0,11,0.0,2,13,0.15384615384615385,2,13,0.15384615384615385,3,1,0,0.0,0.0,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,4,0,11,0.0,0,13,0.0,1,14,0.07142857142857142,3,1,1,1.0,0.3333333333333333,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,5,0,14,0.0,3,18,0.16666666666666666,2,17,0.11764705882352941,4,2,0,0.0,0.0,49,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,5,0,14,0.0,3,18,0.16666666666666666,2,17,0.11764705882352941,4,2,0,0.0,0.0,49,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,5,0,14,0.0,0,18,0.0,1,19,0.05263157894736842,4,2,2,1.0,0.5,49,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,21,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,21,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,21,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,3,0,6,0.0,1,7,0.14285714285714285,0,6,0.0,1,1,0,0.0,0.0,29,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,3,0,6,0.0,1,7,0.14285714285714285,0,6,0.0,1,1,0,0.0,0.0,29,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,3,0,6,0.0,0,7,0.0,0,7,0.0,1,1,1,1.0,1.0,29,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,4,0,10,0.0,1,11,0.09090909090909091,0,10,0.0,3,1,0,0.0,0.0,38,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,4,0,10,0.0,1,11,0.09090909090909091,0,10,0.0,3,1,0,0.0,0.0,38,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,4,0,10,0.0,0,11,0.0,0,11,0.0,3,1,1,1.0,0.3333333333333333,38,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,5,0,13,0.0,1,14,0.07142857142857142,0,13,0.0,5,1,0,0.0,0.0,48,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,5,0,13,0.0,1,14,0.07142857142857142,0,13,0.0,5,1,0,0.0,0.0,48,15,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,5,0,13,0.0,0,14,0.0,0,14,0.0,5,1,1,1.0,0.2,48,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,19,8,0,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,19,8,0,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,2,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,,19,8,0,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,3,1,5,0.2,1,6,0.16666666666666666,0,5,0.0,2,0,0,,0.0,28,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,3,0,5,0.0,0,6,0.0,0,6,0.0,2,0,0,,0.0,28,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,3,0,5,0.0,0,6,0.0,0,6,0.0,2,0,0,,0.0,28,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,4,1,8,0.125,2,10,0.2,0,8,0.0,3,1,0,0.0,0.0,39,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,4,0,8,0.0,1,10,0.1,0,9,0.0,3,1,0,0.0,0.0,39,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,4,0,8,0.0,0,10,0.0,0,10,0.0,3,1,1,1.0,0.3333333333333333,39,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,5,1,10,0.1,3,13,0.23076923076923078,1,11,0.09090909090909091,5,2,0,0.0,0.0,48,15,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,5,0,10,0.0,2,13,0.15384615384615385,1,12,0.08333333333333333,5,2,0,0.0,0.0,48,15,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,5,0,10,0.0,0,13,0.0,1,14,0.07142857142857142,5,2,2,1.0,0.4,48,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,2,0,2,0.0,0,2,0.0,1,3,0.3333333333333333,0,0,0,,,21,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,2,0,2,0.0,0,2,0.0,1,3,0.3333333333333333,0,0,0,,,21,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,2,0,2,0.0,0,2,0.0,1,3,0.3333333333333333,0,0,0,,,21,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,3,0,5,0.0,1,6,0.16666666666666666,1,6,0.16666666666666666,2,1,0,0.0,0.0,31,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,3,0,5,0.0,1,6,0.16666666666666666,1,6,0.16666666666666666,2,1,0,0.0,0.0,31,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,3,0,5,0.0,0,6,0.0,1,7,0.14285714285714285,2,1,1,1.0,0.5,31,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,4,0,8,0.0,1,9,0.1111111111111111,1,9,0.1111111111111111,4,1,0,0.0,0.0,41,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,4,0,8,0.0,1,9,0.1111111111111111,1,9,0.1111111111111111,4,1,0,0.0,0.0,41,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca
