method,reference_scene_id,master_sequence_id,order_id,horizon,deployment_id_switches,identity_transition_opportunities,normalized_id_switch_rate,fragmentation_count,fragmentation_opportunities,fragmentation_rate,merge_count,merge_opportunities,merge_rate,gap_opportunities,recovery_attempts,correct_recoveries,gap_recovery_accuracy,gap_recovery_recall,association_event_count,new_birth_count,false_birth_count,birth_rejected_count,tracker_input,identity_matching,cache_digest
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,2,0,6,0.0,0,6,0.0,0,6,0.0,0,0,0,,,28,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,2,0,6,0.0,0,6,0.0,0,6,0.0,0,0,0,,,28,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,3,0,11,0.0,0,13,0.0,1,14,0.07142857142857142,3,1,1,1.0,0.3333333333333333,61,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,3,0,11,0.0,0,13,0.0,1,14,0.07142857142857142,3,1,1,1.0,0.3333333333333333,61,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,3,0,11,0.0,0,13,0.0,0,13,0.0,3,1,1,1.0,0.3333333333333333,61,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,4,1,20,0.05,2,24,0.08333333333333333,2,24,0.08333333333333333,3,1,1,1.0,0.3333333333333333,90,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,4,2,20,0.1,2,24,0.08333333333333333,2,24,0.08333333333333333,3,1,1,1.0,0.3333333333333333,90,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,4,0,20,0.0,0,24,0.0,0,24,0.0,3,1,1,1.0,0.3333333333333333,90,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,5,2,27,0.07407407407407407,5,33,0.15151515151515152,2,30,0.06666666666666667,3,1,1,1.0,0.3333333333333333,104,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,5,3,27,0.1111111111111111,4,33,0.12121212121212122,2,31,0.06451612903225806,3,1,1,1.0,0.3333333333333333,104,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,canonical,5,1,27,0.037037037037037035,2,33,0.06060606060606061,2,33,0.06060606060606061,3,1,1,1.0,0.3333333333333333,104,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,65be7671422e08f29fb3d9c78abef119173f8f178a39dc0ec30a020218373c3e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,2,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,,50,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,2,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,,50,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,2,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,,50,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,3,0,12,0.0,1,15,0.06666666666666667,0,14,0.0,0,0,0,,,82,28,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,3,1,12,0.08333333333333333,2,15,0.13333333333333333,1,14,0.07142857142857142,0,0,0,,,82,28,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,3,1,12,0.08333333333333333,2,15,0.13333333333333333,0,13,0.0,0,0,0,,,82,30,15,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,4,1,17,0.058823529411764705,2,20,0.1,2,20,0.1,0,0,0,,,95,28,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,4,3,17,0.17647058823529413,3,20,0.15,3,20,0.15,0,0,0,,,95,28,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,4,2,17,0.11764705882352941,3,20,0.15,2,19,0.10526315789473684,0,0,0,,,95,30,15,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,5,2,23,0.08695652173913043,2,29,0.06896551724137931,3,30,0.1,3,1,1,1.0,0.3333333333333333,109,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,5,4,23,0.17391304347826086,3,29,0.10344827586206896,4,30,0.13333333333333333,3,1,0,0.0,0.0,109,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,reverse,5,3,23,0.13043478260869565,4,29,0.13793103448275862,3,28,0.10714285714285714,3,1,1,1.0,0.3333333333333333,109,30,15,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,dc5744e852f05b2f13ff95ae44f9465feeb8beca696088769aa8f212f30e8468
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,3,1,13,0.07692307692307693,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,25,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,3,2,13,0.15384615384615385,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,3,1,13,0.07692307692307693,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,4,2,20,0.1,4,23,0.17391304347826086,2,21,0.09523809523809523,9,3,1,0.3333333333333333,0.1111111111111111,94,36,25,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,4,3,20,0.15,4,23,0.17391304347826086,2,21,0.09523809523809523,9,3,1,0.3333333333333333,0.1111111111111111,94,35,24,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,4,2,20,0.1,2,23,0.08695652173913043,3,24,0.125,9,3,2,0.6666666666666666,0.2222222222222222,94,25,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,5,3,25,0.12,4,29,0.13793103448275862,2,27,0.07407407407407407,9,3,1,0.3333333333333333,0.1111111111111111,107,36,25,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,5,4,25,0.16,5,29,0.1724137931034483,2,26,0.07692307692307693,9,3,1,0.3333333333333333,0.1111111111111111,107,35,24,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,sha256_seed45,5,3,25,0.12,2,29,0.06896551724137931,4,31,0.12903225806451613,9,3,2,0.6666666666666666,0.2222222222222222,107,25,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,2,1,8,0.125,1,8,0.125,2,9,0.2222222222222222,0,0,0,,,58,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,2,1,8,0.125,1,8,0.125,2,9,0.2222222222222222,0,0,0,,,58,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,2,1,8,0.125,1,8,0.125,2,9,0.2222222222222222,0,0,0,,,58,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,3,2,15,0.13333333333333333,2,16,0.125,2,16,0.125,0,0,0,,,72,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,3,3,15,0.2,2,16,0.125,2,16,0.125,0,0,0,,,72,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,3,2,15,0.13333333333333333,2,16,0.125,2,16,0.125,0,0,0,,,72,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,4,3,23,0.13043478260869565,3,24,0.125,4,25,0.16,2,0,0,,0.0,90,25,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,4,5,23,0.21739130434782608,4,24,0.16666666666666666,5,25,0.2,2,0,0,,0.0,90,26,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,4,3,23,0.13043478260869565,3,24,0.125,4,25,0.16,2,0,0,,0.0,90,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,5,3,28,0.10714285714285714,4,31,0.12903225806451613,4,31,0.12903225806451613,2,0,0,,0.0,102,25,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,5,5,28,0.17857142857142858,5,31,0.16129032258064516,5,31,0.16129032258064516,2,0,0,,0.0,102,26,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,canonical,5,4,28,0.14285714285714285,3,31,0.0967741935483871,4,32,0.125,2,0,0,,0.0,102,23,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,846901286e50886e69adcdc559887f716bbe4b12487034e3ac78a7f807fdc1e5
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,2,0,6,0.0,0,6,0.0,1,7,0.14285714285714285,0,0,0,,,27,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,2,0,6,0.0,0,6,0.0,1,7,0.14285714285714285,0,0,0,,,27,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,2,0,6,0.0,0,6,0.0,1,7,0.14285714285714285,0,0,0,,,27,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,3,0,14,0.0,0,14,0.0,1,15,0.06666666666666667,0,0,0,,,41,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,3,0,14,0.0,0,14,0.0,1,15,0.06666666666666667,0,0,0,,,41,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,3,0,14,0.0,0,14,0.0,1,15,0.06666666666666667,0,0,0,,,41,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,4,0,18,0.0,0,18,0.0,2,20,0.1,2,0,0,,0.0,76,28,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,4,1,18,0.05555555555555555,1,18,0.05555555555555555,2,19,0.10526315789473684,2,0,0,,0.0,76,28,15,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,4,1,18,0.05555555555555555,1,18,0.05555555555555555,2,19,0.10526315789473684,2,0,0,,0.0,76,26,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,5,0,27,0.0,1,30,0.03333333333333333,2,31,0.06451612903225806,2,0,0,,0.0,108,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,5,2,27,0.07407407407407407,2,30,0.06666666666666667,4,32,0.125,2,0,0,,0.0,108,30,17,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,reverse,5,2,27,0.07407407407407407,3,30,0.1,2,29,0.06896551724137931,2,0,0,,0.0,108,30,16,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,fbaf62d9e9c84d7b19811c73112a46dc36b5c0b5acd6597b2658fc7da0e3610e
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,2,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,,49,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,3,1,13,0.07692307692307693,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,25,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,3,2,13,0.15384615384615385,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,3,1,13,0.07692307692307693,1,13,0.07692307692307693,1,13,0.07692307692307693,0,0,0,,,63,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,4,2,20,0.1,4,23,0.17391304347826086,2,21,0.09523809523809523,9,3,1,0.3333333333333333,0.1111111111111111,94,36,25,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B3,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,4,3,20,0.15,4,23,0.17391304347826086,2,21,0.09523809523809523,9,3,1,0.3333333333333333,0.1111111111111111,94,35,24,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B4,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,4,2,20,0.1,2,23,0.08695652173913043,3,24,0.125,9,3,2,0.6666666666666666,0.2222222222222222,94,25,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
B2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,sha256_seed45,5,3,25,0.12,4,29,0.13793103448275862,2,27,0.07407407407407407,9,3,1,0.3333333333333333,0.1111111111111111,107,36,25,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,9ff21ef0920b5c2bf93b2eb2a232005e5c397da5772c64d4c5c26e1390558218
